"1,","1,",1
Video,Frame,Label
1,0,0
1,15,0
1,30,0
1,45,0
1,60,0
1,75,0
1,90,1
1,105,0
1,120,0
1,135,0
1,150,1
1,165,0
1,180,0
1,195,0
1,210,0
1,225,0
1,240,0
1,255,0
1,270,1
1,285,0
1,300,0
1,315,0
1,330,0
1,345,0
1,360,0
1,375,0
1,390,0
1,405,0
1,420,0
1,435,0
1,450,0
1,465,0
1,480,0
1,495,0
1,510,1
1,525,1
1,540,1
1,555,1
1,570,1
1,585,1
1,600,1
1,615,1
1,630,0
1,645,0
1,660,0
1,675,0
1,690,0
1,705,0
1,720,0
1,735,0
1,750,0
1,765,0
1,780,0
1,795,0
1,810,0
1,825,0
1,840,0
1,855,0
1,870,0
1,885,0
1,900,0
1,915,0
1,930,0
1,945,0
1,960,1
1,975,0
1,990,0
1,1005,0
1,1020,0
1,1035,0
1,1050,0
1,1065,0
1,1080,0
1,1095,0
1,1110,0
1,1125,0
1,1140,0
1,1155,0
1,1170,0
1,1185,0
1,1200,0
1,1215,0
1,1230,0
1,1245,0
1,1260,0
1,1275,0
1,1290,0
1,1305,0
1,1320,0
1,1335,0
1,1350,1
1,1365,0
1,1380,0
1,1395,0
1,1410,0
1,1425,1
1,1440,0
1,1455,0
1,1470,0
1,1485,0
1,1500,0
1,1515,0
1,1530,0
1,1545,0
1,1560,0
1,1575,0
1,1590,0
1,1605,0
1,1620,0
1,1635,0
1,1650,1
1,1665,0
1,1680,1
1,1695,0
1,1710,0
1,1725,0
1,1740,0
1,1755,0
1,1770,0
1,1785,0
1,1800,0
1,1815,0
1,1830,0
1,1845,0
1,1860,0
1,1875,0
1,1890,0
1,1905,0
1,1920,0
1,1935,0
1,1950,0
1,1965,0
1,1980,0
1,1995,0
1,2010,0
1,2025,0
1,2040,0
1,2055,0
1,2070,0
1,2085,0
1,2100,0
1,2115,0
1,2130,0
1,2145,1
1,2160,1
1,2175,0
1,2190,0
1,2205,0
1,2220,0
1,2235,0
1,2250,0
1,2265,0
1,2280,0
1,2295,0
1,2310,0
1,2325,0
1,2340,0
1,2355,0
1,2370,1
1,2385,0
1,2400,0
1,2415,0
1,2430,0
1,2445,0
1,2460,0
1,2475,0
1,2490,0
1,2505,0
1,2520,0
1,2535,0
1,2550,0
1,2565,0
1,2580,0
1,2595,0
1,2610,1
1,2625,0
1,2640,1
1,2655,0
1,2670,0
1,2685,1
1,2700,1
1,2715,1
1,2730,1
1,2745,0
1,2760,1
1,2775,0
1,2790,0
1,2805,0
1,2820,0
1,2835,1
1,2850,1
1,2865,0
1,2880,0
1,2895,0
1,2910,1
1,2925,1
1,2940,0
1,2955,1
1,2970,0
1,2985,0
1,3000,0
1,3015,0
1,3030,0
1,3045,0
1,3060,0
1,3075,0
1,3090,0
1,3105,0
1,3120,0
1,3135,0
1,3150,0
1,3165,0
1,3180,1
1,3195,0
1,3210,0
1,3225,0
1,3240,0
1,3255,0
1,3270,0
1,3285,0
1,3300,0
1,3315,0
1,3330,0
1,3345,0
1,3360,0
1,3375,0
1,3390,0
1,3405,0
1,3420,0
1,3435,0
1,3450,0
1,3465,0
1,3480,0
1,3495,0
1,3510,0
1,3525,0
1,3540,0
1,3555,0
1,3570,0
1,3585,0
1,3600,0
1,3615,0
1,3630,0
1,3645,0
1,3660,0
1,3675,0
1,3690,0
1,3705,0
1,3720,0
1,3735,0
1,3750,0
1,3765,0
1,3780,0
1,3795,0
1,3810,0
1,3825,0
1,3840,0
1,3855,0
1,3870,0
1,3885,0
1,3900,0
1,3915,0
1,3930,0
1,3945,0
1,3960,0
1,3975,0
1,3990,0
1,4005,0
1,4020,0
1,4035,0
1,4050,0
1,4065,0
1,4080,0
1,4095,0
1,4110,0
1,4125,0
1,4140,0
1,4155,0
1,4170,0
1,4185,0
1,4200,0
1,4215,0
1,4230,0
1,4245,0
1,4260,0
1,4275,0
1,4290,0
1,4305,0
1,4320,0
1,4335,0
1,4350,0
1,4365,0
1,4380,0
1,4395,0
1,4410,0
1,4425,0
1,4440,0
1,4455,0
1,4470,0
1,4485,0
1,4500,0
1,4515,0
1,4530,0
1,4545,0
2,0,0
2,25,1
2,50,1
2,75,1
2,100,1
2,125,1
2,150,1
2,175,0
2,200,0
2,225,0
2,250,0
3,0,1
3,15,1
3,30,1
3,45,1
3,60,1
3,75,1
3,90,1
3,105,1
3,120,1
3,135,1
3,150,1
3,165,1
3,180,1
3,195,1
3,210,1
3,225,1
3,240,1
3,255,1
3,270,1
3,285,1
3,300,1
3,315,1
3,330,1
3,345,1
3,360,1
3,375,1
3,390,1
3,405,1
3,420,1
3,435,1
3,450,1
3,465,1
3,480,1
3,495,1
3,510,1
3,525,1
3,540,1
3,555,1
3,570,1
3,585,1
3,600,1
3,615,1
3,630,1
3,645,1
3,660,1
3,675,1
3,690,1
3,705,1
3,720,1
3,735,1
3,750,1
3,765,1
3,780,1
3,795,1
3,810,1
3,825,1
3,840,1
3,855,1
3,870,1
3,885,1
3,900,1
3,915,1
3,930,1
3,945,1
3,960,1
3,975,1
3,990,1
3,1005,1
3,1020,1
3,1035,1
3,1050,1
3,1065,1
3,1080,1
3,1095,1
3,1110,1
3,1125,1
3,1140,1
3,1155,1
3,1170,1
3,1185,1
3,1200,1
3,1215,1
3,1230,1
3,1245,1
3,1260,1
3,1275,1
3,1290,1
3,1305,1
3,1320,1
3,1335,1
3,1350,1
3,1365,1
3,1380,1
3,1395,1
3,1410,1
3,1425,1
3,1440,1
3,1455,1
3,1470,1
3,1485,1
3,1500,1
3,1515,1
3,1530,1
3,1545,1
3,1560,1
3,1575,1
3,1590,1
3,1605,1
3,1620,1
3,1635,1
3,1650,1
3,1665,1
3,1680,1
3,1695,1
3,1710,1
3,1725,1
3,1740,1
3,1755,1
3,1770,1
3,1785,1
3,1800,1
3,1815,1
3,1830,1
3,1845,1
3,1860,1
3,1875,1
3,1890,1
3,1905,1
3,1920,1
3,1935,1
3,1950,1
3,1965,1
3,1980,1
3,1995,1
3,2010,1
3,2025,1
3,2040,1
3,2055,1
3,2070,1
3,2085,1
3,2100,1
3,2115,1
3,2130,1
3,2145,1
3,2160,1
3,2175,1
3,2190,1
3,2205,1
3,2220,1
3,2235,1
3,2250,1
3,2265,1
3,2280,1
3,2295,1
3,2310,1
3,2325,1
3,2340,1
3,2355,1
3,2370,1
3,2385,1
3,2400,1
3,2415,1
3,2430,1
3,2445,1
3,2460,1
3,2475,1
3,2490,1
3,2505,1
3,2520,1
3,2535,1
3,2550,1
3,2565,1
3,2580,1
3,2595,1
3,2610,1
3,2625,1
3,2640,1
3,2655,1
3,2670,1
3,2685,1
3,2700,1
3,2715,1
3,2730,1
3,2745,1
3,2760,1
3,2775,1
4,0,1
4,15,0
4,30,1
4,45,1
4,60,1
4,75,0
4,90,0
4,105,0
4,120,1
4,135,0
4,150,0
4,165,0
4,180,0
4,195,0
4,210,0
4,225,0
4,240,0
4,255,0
4,270,1
4,285,0
4,300,0
4,315,0
4,330,0
4,345,0
4,360,0
4,375,0
4,390,1
4,405,0
4,420,1
4,435,1
4,450,0
4,465,0
4,480,0
4,495,0
4,510,1
4,525,1
4,540,1
4,555,1
4,570,1
4,585,1
4,600,1
4,615,1
4,630,1
4,645,1
4,660,1
4,675,0
4,690,0
4,705,0
4,720,0
4,735,0
4,750,0
4,765,1
4,780,1
4,795,1
4,810,1
4,825,1
4,840,1
4,855,1
4,870,1
4,885,1
4,900,0
4,915,0
4,930,0
4,945,1
4,960,1
4,975,1
4,990,0
4,1005,0
4,1020,0
4,1035,0
4,1050,0
4,1065,0
4,1080,0
4,1095,0
4,1110,0
4,1125,0
4,1140,1
4,1155,0
4,1170,1
4,1185,1
4,1200,1
4,1215,1
4,1230,1
4,1245,1
4,1260,1
4,1275,1
4,1290,1
4,1305,1
4,1320,1
4,1335,1
4,1350,1
4,1365,1
4,1380,1
4,1395,1
4,1410,1
4,1425,1
4,1440,1
4,1455,1
4,1470,1
4,1485,1
4,1500,1
4,1515,1
4,1530,0
4,1545,0
4,1560,0
4,1575,0
4,1590,0
4,1605,0
4,1620,0
4,1635,0
4,1650,0
4,1665,0
4,1680,0
4,1695,0
4,1710,0
4,1725,0
4,1740,0
4,1755,0
4,1770,0
4,1785,0
4,1800,0
4,1815,0
4,1830,0
4,1845,0
4,1860,0
4,1875,0
4,1890,0
4,1905,0
4,1920,0
4,1935,0
4,1950,0
4,1965,0
4,1980,0
4,1995,0
4,2010,1
4,2025,1
4,2040,1
4,2055,0
4,2070,0
4,2085,0
4,2100,0
4,2115,0
4,2130,0
4,2145,0
4,2160,0
4,2175,0
4,2190,1
4,2205,1
4,2220,1
4,2235,1
4,2250,1
4,2265,1
4,2280,1
4,2295,0
4,2310,0
5,0,0
5,15,0
5,30,0
5,45,0
5,60,0
5,75,0
5,90,1
5,105,1
5,120,1
5,135,1
5,150,0
5,165,0
5,180,0
5,195,1
5,210,1
5,225,0
5,240,1
5,255,0
5,270,0
5,285,0
5,300,0
5,315,0
5,330,0
5,345,0
5,360,0
5,375,0
5,390,0
5,405,0
5,420,1
5,435,1
5,450,1
5,465,1
5,480,1
5,495,1
5,510,1
5,525,1
5,540,0
5,555,0
5,570,1
5,585,1
5,600,0
5,615,0
5,630,0
6,0,0
6,15,0
6,30,0
6,45,0
6,60,0
6,75,1
6,90,0
6,105,0
6,120,1
6,135,1
6,150,1
6,165,1
6,180,1
6,195,1
6,210,1
6,225,1
6,240,1
6,255,1
6,270,1
6,285,1
6,300,1
6,315,1
6,330,1
6,345,1
6,360,0
6,375,1
6,390,1
6,405,0
6,420,1
6,435,1
6,450,0
6,465,0
6,480,0
6,495,0
6,510,0
6,525,0
6,540,0
6,555,0
6,570,1
6,585,1
6,600,1
6,615,1
6,630,1
6,645,1
6,660,1
6,675,1
6,690,1
6,705,1
6,720,1
6,735,1
6,750,1
6,765,0
6,780,0
6,795,0
7,0,0
7,15,0
7,30,0
7,45,0
7,60,0
7,75,1
7,90,1
7,105,1
7,120,1
7,135,1
7,150,1
7,165,1
7,180,1
7,195,0
7,210,1
7,225,0
7,240,1
7,255,1
7,270,1
7,285,1
7,300,1
7,315,1
7,330,1
7,345,1
7,360,1
7,375,1
7,390,1
7,405,1
7,420,1
7,435,1
7,450,0
7,465,0
7,480,0
7,495,0
7,510,0
7,525,0
7,540,1
7,555,0
7,570,1
7,585,0
7,600,1
7,615,1
7,630,0
7,645,1
7,660,1
7,675,1
7,690,0
8,0,0
8,15,0
8,30,0
8,45,0
8,60,0
8,75,0
8,90,0
8,105,0
8,120,0
8,135,1
8,150,1
8,165,1
8,180,1
8,195,1
8,210,1
8,225,1
8,240,1
8,255,1
8,270,1
8,285,1
8,300,1
8,315,1
8,330,1
8,345,1
8,360,1
8,375,1
8,390,1
8,405,0
8,420,1
8,435,0
8,450,1
8,465,1
8,480,1
8,495,0
8,510,0
8,525,0
8,540,0
8,555,0
8,570,0
8,585,0
8,600,1
8,615,1
8,630,1
8,645,1
8,660,1
8,675,0
8,690,1
8,705,0
8,720,0
8,735,0
8,750,0
8,765,0
9,0,0
9,15,0
9,30,0
9,45,0
9,60,0
9,75,0
9,90,1
9,105,1
9,120,1
9,135,1
9,150,0
9,165,1
9,180,0
9,195,1
9,210,0
9,225,1
9,240,1
9,255,1
9,270,1
9,285,1
9,300,1
9,315,1
9,330,1
9,345,1
9,360,0
9,375,1
9,390,1
9,405,1
9,420,1
9,435,1
9,450,1
9,465,1
9,480,1
9,495,1
9,510,1
9,525,1
9,540,1
9,555,0
9,570,0
9,585,0
9,600,0
9,615,0
9,630,0
9,645,0
10,0,0
10,15,1
10,30,0
10,45,0
10,60,0
10,75,0
10,90,0
10,105,1
10,120,1
10,135,1
10,150,1
10,165,1
10,180,1
10,195,0
10,210,0
10,225,0
10,240,0
10,255,0
10,270,0
10,285,0
10,300,0
10,315,1
10,330,0
10,345,0
10,360,1
10,375,0
10,390,0
10,405,0
10,420,0
10,435,0
10,450,1
10,465,1
10,480,1
10,495,1
10,510,1
10,525,0
10,540,1
10,555,0
10,570,0
10,585,0
10,600,0
10,615,0
10,630,0
10,645,1
10,660,0
10,675,1
10,690,1
10,705,1
10,720,1
10,735,1
10,750,1
10,765,1
10,780,0
10,795,0
10,810,0
10,825,0
10,840,0
10,855,0
10,870,0
10,885,0
10,900,0
10,915,1
10,930,0
10,945,0
10,960,0
10,975,1
10,990,1
10,1005,1
10,1020,1
10,1035,1
10,1050,0
10,1065,1
10,1080,1
10,1095,1
10,1110,1
10,1125,1
10,1140,1
10,1155,1
10,1170,1
10,1185,1
10,1200,1
10,1215,1
10,1230,1
10,1245,1
10,1260,1
10,1275,1
10,1290,1
10,1305,1
10,1320,1
10,1335,1
10,1350,1
10,1365,1
10,1380,1
10,1395,1
10,1410,1
10,1425,1
10,1440,1
10,1455,1
10,1470,1
10,1485,1
10,1500,1
11,0,0
11,15,0
11,30,1
11,45,0
11,60,0
11,75,1
11,90,1
11,105,1
11,120,0
11,135,0
11,150,0
11,165,0
11,180,1
11,195,0
11,210,1
11,225,1
11,240,1
11,255,1
11,270,1
11,285,1
11,300,1
11,315,1
11,330,1
11,345,0
11,360,1
11,375,1
11,390,1
11,405,1
11,420,1
11,435,1
11,450,1
11,465,1
11,480,1
11,495,1
11,510,0
11,525,0
11,540,0
11,555,0
11,570,0
11,585,0
11,600,0
12,0,1
12,29,1
12,58,1
12,87,1
12,116,1
12,145,1
12,174,1
12,203,1
12,232,1
12,261,1
12,290,1
12,319,1
12,348,1
12,377,1
12,406,1
12,435,1
12,464,1
12,493,1
12,522,1
12,551,1
12,580,1
12,609,1
12,638,1
12,667,1
12,696,1
12,725,1
12,754,1
12,783,1
12,812,1
12,841,1
12,870,1
12,899,1
12,928,1
12,957,1
12,986,1
12,1015,1
12,1044,1
12,1073,1
12,1102,1
12,1131,1
12,1160,1
12,1189,1
12,1218,1
12,1247,1
12,1276,1
12,1305,1
12,1334,1
12,1363,1
12,1392,1
12,1421,1
12,1450,1
12,1479,1
12,1508,1
12,1537,1
12,1566,1
12,1595,1
12,1624,1
12,1653,1
12,1682,1
12,1711,1
12,1740,1
12,1769,1
12,1798,1
12,1827,1
12,1856,1
12,1885,1
12,1914,1
12,1943,1
12,1972,1
12,2001,1
12,2030,1
12,2059,1
12,2088,1
12,2117,1
12,2146,1
12,2175,1
12,2204,1
12,2233,1
12,2262,1
12,2291,1
12,2320,1
12,2349,1
12,2378,1
12,2407,1
12,2436,1
12,2465,1
12,2494,1
12,2523,1
12,2552,1
12,2581,1
12,2610,1
12,2639,1
12,2668,1
12,2697,1
12,2726,1
12,2755,1
12,2784,1
12,2813,1
12,2842,1
12,2871,1
12,2900,1
12,2929,1
12,2958,1
12,2987,1
12,3016,1
12,3045,1
12,3074,1
12,3103,1
12,3132,1
12,3161,1
12,3190,1
12,3219,1
12,3248,1
12,3277,1
12,3306,1
12,3335,1
